,text,class
5295,cake batter,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
5052,cake flour,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
5627,cake mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
7900,cake pieces,"[{'id': 'AG.01.n.13', 'name': 'Cake'}]"
7817,cake spice,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
5740,cakes,"[{'id': 'AG.01.n.13', 'name': 'Cake'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
11812,calzone,"[{'id': 'AG.01', 'name': 'Food'}]"
2716,canadian bacon,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
8291,canadian rye whiskey,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
6895,candies,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5483,candy,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
6816,candy kiss,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
7456,candy-coated peanut butter pieces,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
5625,candy-colored chocolate piece,"[{'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
1496,canned jalapeno peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
7104,canned pie filling,"[{'id': 'AG.01', 'name': 'Food'}]"
721,canola oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
4148,cantaloupe,"[{'id': 'AG.01', 'name': 'Food'}]"
1759,capers,"[{'id': 'AE.14.j.04', 'name': 'Habits and actions of horse'}, {'id': 'AF.13', 'name': 'Particular tree/shrub'}]"
4711,caramel,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
7207,caramel color,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5097,caramel sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
8690,caramel syrup,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
7209,caramelized milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}]"
9622,caramelized onions,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
5963,caramels,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
10062,caraway seeds,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
8272,carbonated water,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
636,carbonation,"[{'id': 'AG.01', 'name': 'Food'}]"
1834,cardamom,"[{'id': 'AG.01', 'name': 'Food'}]"
8351,carrot,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
6923,carrot mixture,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
133,carrots,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
8747,cashew butter,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
630,cashews,"[{'id': 'AG.01', 'name': 'Food'}]"
386,casserole,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.01', 'name': 'Food by way of preparation'}]"
326,cauliflower,"[{'id': 'AG.01.h.02.d', 'name': 'Cabbage/kale'}]"
843,cauliflower mixture,"[{'id': 'AG.01.h.02.d', 'name': 'Cabbage/kale'}]"
1877,cauliflower piece,"[{'id': 'AG.01.h.02.d', 'name': 'Cabbage/kale'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
534,cayenne,"[{'id': 'AG.01', 'name': 'Food'}]"
519,cayenne pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
9753,cayenne pepper mixture,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
833,celery,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
9708,celery mixture,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
856,celery salt,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}, {'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
9849,celery seed,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
4876,celery stalk,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
2284,celery sticks,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
951,cereal,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
2216,cereal rings,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
8713,chambord,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
8347,champagne,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
8143,champagne,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
3933,chard,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}, {'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
4979,chard leaves,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}, {'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
4981,chard mixture,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}, {'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
9090,chardonnay wine,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
1507,cheddar,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
1110,cheddar cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
74,cheddar cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
58,cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
6,cheese ball,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
711,cheese dip,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
595,cheese mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
3189,cheese sandwiches,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
3018,cheese sauce,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
3190,cheese slice,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
648,cheese spread,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
3643,cheese topping,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
5239,cheesecake,"[{'id': 'AG.01', 'name': 'Food'}]"
1391,cheeses,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
1028,cheesy florets,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}]"
5316,cherries,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
7668,cherry,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
7391,cherry flavored gelatins,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
5806,cherry gelatin mix,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
6325,cherry pie filling,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
225,chestnuts,"[{'id': 'AE.14.j', 'name': 'Family Equidae (general equines)'}, {'id': 'AF.13', 'name': 'Particular tree/shrub'}]"
4199,chia seeds,"[{'id': 'AG.01.ac', 'name': 'Tea'}]"
12213,chicken,"[{'id': 'AE.13.h.01', 'name': 'Genus Gallus (domestic fowl)'}]"
131,chicken,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
1945,chicken balls,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
3822,chicken bouillon,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
11628,chicken breast,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
12755,chicken breast ball,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
12761,chicken breast balls,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
12548,chicken breast half,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
2134,chicken breasts,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
2026,chicken broth,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
9574,chicken chunks,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
10383,chicken filling,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
9581,chicken juices,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
11220,chicken meat,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
56,chicken mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
12206,chicken piece,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
9607,chicken pieces,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
10280,chicken quarters,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
10848,chicken skin,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
2778,chicken soup,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
140,chicken stock,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
1464,chicken tenderloin,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
1451,chicken tenderloin pieces,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
10145,chicken thigh,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
9582,chicken thighs,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
1353,chicken wing,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
269,chicken wings,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
9418,chickpea mixture,"[{'id': 'AG.01.o', 'name': 'Animal food'}]"
1577,chickpeas,"[{'id': 'AG.01', 'name': 'Food'}]"
8727,chile,"[{'id': 'AG.01', 'name': 'Food'}]"
3819,chile de arbol peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
10747,chile paste,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
1956,chile pepper,"[{'id': 'AG.01.w', 'name': 'Setting table'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
3827,chile peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
2183,chile sauce mixture,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}]"
11324,chiles,"[{'id': 'AG.01', 'name': 'Food'}]"
12109,chili paste,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.n.17', 'name': 'Confections/sweetmeats'}]"
678,chili pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
382,chili powder,"[{'id': 'AG.01', 'name': 'Food'}]"
1374,chili sauce,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}]"
8486,chill gelatin mixture,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
4558,chilled coffee,"[{'id': 'AG.01.ad', 'name': 'Coffee'}, {'id': 'AG.01.ag', 'name': 'Coffee manufacture'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8344,chilled cranberry juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
689,chilled dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
1062,chilled meat mixture,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
7951,chilled pie,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
6388,chilled tapioca mixture,"[{'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.03', 'name': 'Puddings'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
7946,chilled whipping cream,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
10390,chimichanga,"[{'id': 'AG.01', 'name': 'Food'}]"
7705,chimichangas,"[{'id': 'AG.01', 'name': 'Food'}]"
6510,chinese five-spice powder,"[{'id': 'AG.01', 'name': 'Food'}]"
11995,chipotle chile powder,"[{'id': 'AG.01', 'name': 'Food'}]"
11305,chipotle chiles,"[{'id': 'AG.01', 'name': 'Food'}]"
11336,chipotle powder,"[{'id': 'AG.01', 'name': 'Food'}]"
2079,chips,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}]"
770,chives,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
5977,chocolate,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5024,chocolate,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
6831,chocolate cake batter,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.13', 'name': 'Cake'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5801,chocolate cake mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.13', 'name': 'Cake'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5762,chocolate chip cookies,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
626,chocolate chips,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5495,chocolate chips mixture,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
6346,chocolate crumbs,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
9108,chocolate drink mix,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.ak', 'name': 'Drinking'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.y', 'name': 'Drink'}, {'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
5238,chocolate ganache,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
8384,chocolate liqueur,"[{'id': 'AG.01.ae.01', 'name': 'Wine-making'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
7496,chocolate madeleines,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5291,chocolate mixture,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5582,chocolate piece,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
6414,chocolate pieces,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
7004,chocolate pudding mix,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.03', 'name': 'Puddings'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5124,chocolate sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
8717,chocolate shavings,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
6276,chocolate syrup,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
6006,chocolate topping,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
2495,chopped bacon,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
12715,chopped carrots,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
5403,chopped dates,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
10529,chopped dill,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
3711,chopped dried cherries,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
2952,chopped egg,"[{'id': 'AG.01.g', 'name': 'Eggs'}]"
1176,chopped egg whites,"[{'id': 'AG.01.g', 'name': 'Eggs'}]"
2312,chopped garlic,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
10368,chopped green chilies,"[{'id': 'AG.01', 'name': 'Food'}]"
10434,chopped green onion,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
10422,chopped green onions,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
12280,chopped ham,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}]"
477,chopped lettuce,"[{'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}]"
11344,chopped mango,"[{'id': 'AE.10.g', 'name': 'Order Perciformes (perches)'}, {'id': 'AF.20', 'name': 'Particular food plant/product'}, {'id': 'AF.20.b', 'name': 'Particular fruit-tree/-plant'}]"
1055,chopped meat,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}]"
1100,chopped nuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
230,chopped onion,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
10861,chopped oregano,"[{'id': 'AG.01', 'name': 'Food'}]"
12501,chopped parsley,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
3975,chopped peaches,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
563,chopped peanuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
1284,chopped pecans,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
2867,chopped prunes,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
10536,chopped scallions,"[{'id': 'AF.20.e', 'name': 'Particular vegetables'}]"
3136,chopped tomato,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
2296,chopped tomatoes,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
1835,chopped walnuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
10133,chops,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
509,chorizo,"[{'id': 'AG.01', 'name': 'Food'}]"
517,chorizo mixture,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}]"
7154,chow mein noodles,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
9394,chuck roast,"[{'id': 'AG.01.d.03', 'name': 'Beef'}, {'id': 'AG.01.n.06', 'name': 'Meat dishes'}]"
9564,cider vinegar,"[{'id': 'AG.01', 'name': 'Food'}]"
125,cilantro,"[{'id': 'AG.01', 'name': 'Food'}]"
987,cilantro-lime mayonnaise,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n.01', 'name': 'Food by way of preparation'}]"
116,cinnamon,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
8478,cinnamon schnapps,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
102,cinnamon stick,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
8301,cinnamon sticks,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
3126,cinnamon sugar,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
7548,cinnamon sugar mixture,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
2383,cinnamon walnuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
6474,cinnamon-sugar,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
7574,citrus peels,"[{'id': 'AF.20.b', 'name': 'Particular fruit-tree/-plant'}, {'id': 'AF.23', 'name': 'Particular timber trees/shrubs'}]"
12605,clam juice,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
4875,clam juice cocktail,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.y.01.g', 'name': 'Cocktail'}]"
11091,clams,"[{'id': 'AG.01', 'name': 'Food'}]"
8391,clementines,"[{'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
12325,clove,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
10739,clove garlic,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
9074,clove-studded orange halves,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
101,cloves,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
8345,club soda,"[{'id': 'AG.01.aa', 'name': 'Aerated/carbonated drink'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
2351,coarse crumbs,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
1530,coarse meal,"[{'id': 'AG.01.a', 'name': 'Qualities of food'}, {'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
5983,coarse sea salt,"[{'id': 'AG.01.a', 'name': 'Qualities of food'}, {'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
12811,coated chicken,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
12210,coated chicken pieces,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
357,coated corn,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
6443,coated dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
8070,coated ice,"[{'id': 'AG.01', 'name': 'Food'}]"
10556,coated liver slices,"[{'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
929,coated pecans,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
